Target: SAT

Pass Number     Observer     Time (UTCGregorian)          Azimuth (deg)     Elevation (deg)     Range (km)      
4               GSC2         16 Jul 2025 05:12:41.736     336.083066        24.567462           1145.256442     
4               GSC2         16 Jul 2025 05:12:46.736     337.825271        25.021872           1131.546253     
4               GSC2         16 Jul 2025 05:12:51.736     339.621751        25.458260           1118.687218     
4               GSC2         16 Jul 2025 05:12:56.736     341.471492        25.873994           1106.709500     
4               GSC2         16 Jul 2025 05:13:01.736     343.372991        26.266378           1095.642370     
4               GSC2         16 Jul 2025 05:13:06.736     345.324252        26.632701           1085.513783     
4               GSC2         16 Jul 2025 05:13:11.736     347.322692        26.970261           1076.350531     
4               GSC2         16 Jul 2025 05:13:16.736     349.365125        27.276421           1068.177808     
4               GSC2         16 Jul 2025 05:13:21.736     351.447796        27.548664           1061.018747     
4               GSC2         16 Jul 2025 05:13:26.736     353.566426        27.784656           1054.894048     
4               GSC2         16 Jul 2025 05:13:31.736     355.716168        27.982288           1049.822003     
4               GSC2         16 Jul 2025 05:13:36.736     357.891662        28.139729           1045.818127     
4               GSC2         16 Jul 2025 05:13:41.736     0.087139          28.255483           1042.894831     
4               GSC2         16 Jul 2025 05:13:46.736     2.296540          28.328433           1041.061233     
4               GSC2         16 Jul 2025 05:13:51.736     4.513530          28.357860           1040.323174     
4               GSC2         16 Jul 2025 05:13:56.736     6.731618          28.343470           1040.683022     
4               GSC2         16 Jul 2025 05:14:01.736     8.944305          28.285409           1042.139608     
4               GSC2         16 Jul 2025 05:14:06.736     11.145232         28.184248           1044.688318     
4               GSC2         16 Jul 2025 05:14:11.736     13.328212         28.040974           1048.321150     
4               GSC2         16 Jul 2025 05:14:16.736     15.487338         27.856958           1053.026763     
4               GSC2         16 Jul 2025 05:14:21.736     17.617110         27.633920           1058.790686     
4               GSC2         16 Jul 2025 05:14:26.736     19.712540         27.373875           1065.595675     
4               GSC2         16 Jul 2025 05:14:31.736     21.769128         27.079091           1073.421788     
4               GSC2         16 Jul 2025 05:14:36.736     23.782911         26.752029           1082.246601     
4               GSC2         16 Jul 2025 05:14:41.736     25.750516         26.395291           1092.045607     
4               GSC2         16 Jul 2025 05:14:46.736     27.669191         26.011556           1102.792731     
4               GSC2         16 Jul 2025 05:14:51.736     29.536723         25.603542           1114.460302     
4               GSC2         16 Jul 2025 05:14:56.736     31.351420         25.173957           1127.019322     
4               GSC2         16 Jul 2025 05:15:01.736     33.112111         24.725458           1140.439936     
4               GSC2         16 Jul 2025 05:15:06.736     34.818132         24.260609           1154.691958     
4               GSC2         16 Jul 2025 05:15:11.736     36.469213         23.781865           1169.744669     
4               GSC2         16 Jul 2025 05:15:16.736     38.065439         23.291555           1185.567043     
4               GSC2         16 Jul 2025 05:15:21.736     39.607234         22.791853           1202.128184     
4               GSC2         16 Jul 2025 05:15:26.736     41.095334         22.284769           1219.397823     
4               GSC2         16 Jul 2025 05:15:31.736     42.530682         21.772156           1237.345883     
4               GSC2         16 Jul 2025 05:15:36.736     43.914401         21.255706           1255.942654     
4               GSC2         16 Jul 2025 05:15:41.736     45.247775         20.736945           1275.159163     
4               GSC2         16 Jul 2025 05:15:46.736     46.532237         20.217235           1294.967626     
4               GSC2         16 Jul 2025 05:15:51.736     47.769287         19.697793           1315.340827     
4               GSC2         16 Jul 2025 05:15:56.736     48.960473         19.179698           1336.252221     
4               GSC2         16 Jul 2025 05:16:01.736     50.107392         18.663893           1357.676281     
4               GSC2         16 Jul 2025 05:16:06.736     51.211684         18.151187           1379.588907     
4               GSC2         16 Jul 2025 05:16:11.736     52.274973         17.642283           1401.966665     
4               GSC2         16 Jul 2025 05:16:16.736     53.298863         17.137787           1424.786851     
4               GSC2         16 Jul 2025 05:16:21.736     54.284939         16.638203           1448.027836     
4               GSC2         16 Jul 2025 05:16:26.736     55.234782         16.143946           1471.669445     
4               GSC2         16 Jul 2025 05:16:31.736     56.149916         15.655359           1495.692113     
4               GSC2         16 Jul 2025 05:16:36.736     57.031812         15.172722           1520.076930     
4               GSC2         16 Jul 2025 05:16:41.736     57.881901         14.696253           1544.805981     
4               GSC2         16 Jul 2025 05:16:46.736     58.701584         14.226107           1569.862750     
4               GSC2         16 Jul 2025 05:16:51.736     59.492194         13.762399           1595.231187     
4               GSC2         16 Jul 2025 05:16:56.736     60.255005         13.305209           1620.895768     
4               GSC2         16 Jul 2025 05:17:01.736     60.991243         12.854579           1646.841841     
4               GSC2         16 Jul 2025 05:17:06.736     61.702097         12.410510           1673.056051     
4               GSC2         16 Jul 2025 05:17:11.736     62.388693         11.972985           1699.525353     
4               GSC2         16 Jul 2025 05:17:16.736     63.052098         11.541967           1726.237076     
4               GSC2         16 Jul 2025 05:17:21.736     63.693335         11.117399           1753.179308     
4               GSC2         16 Jul 2025 05:17:26.736     64.313391         10.699201           1780.341310     
4               GSC2         16 Jul 2025 05:17:31.736     64.913198         10.287282           1807.712517     
4               GSC2         16 Jul 2025 05:17:36.736     65.493637         9.881547            1835.282596     
4               GSC2         16 Jul 2025 05:17:41.736     66.055548         9.481889            1863.041861     
4               GSC2         16 Jul 2025 05:17:46.736     66.599744         9.088185            1890.981699     
4               GSC2         16 Jul 2025 05:17:51.736     67.126988         8.700315            1919.093539     
4               GSC2         16 Jul 2025 05:17:56.736     67.638001         8.318156            1947.368937     
4               GSC2         16 Jul 2025 05:18:01.736     68.133471         7.941581            1975.799985     
4               GSC2         16 Jul 2025 05:18:06.736     68.614063         7.570452            2004.379783     
4               GSC2         16 Jul 2025 05:18:11.736     69.080400         7.204639            2033.101346     
4               GSC2         16 Jul 2025 05:18:16.736     69.533072         6.844010            2061.957735     
4               GSC2         16 Jul 2025 05:18:21.736     69.972641         6.488436            2090.942467     
4               GSC2         16 Jul 2025 05:18:26.736     70.399650         6.137780            2120.049983     
4               GSC2         16 Jul 2025 05:18:31.736     70.814611         5.791911            2149.274581     
4               GSC2         16 Jul 2025 05:18:36.736     71.218004         5.450703            2178.610510     
4               GSC2         16 Jul 2025 05:18:41.736     71.610289         5.114031            2208.052421     
4               GSC2         16 Jul 2025 05:18:43.444     71.741875         5.000000            2218.136735     

5               GSC2         16 Jul 2025 06:51:16.813     292.482610        5.000000            2218.306496     
5               GSC2         16 Jul 2025 06:51:21.813     292.723527        5.356851            2186.943512     
5               GSC2         16 Jul 2025 06:51:26.813     292.971642        5.719580            2155.632328     
5               GSC2         16 Jul 2025 06:51:31.813     293.227291        6.088419            2124.376091     
5               GSC2         16 Jul 2025 06:51:36.813     293.490831        6.463609            2093.178447     
5               GSC2         16 Jul 2025 06:51:41.813     293.762639        6.845402            2062.043050     
5               GSC2         16 Jul 2025 06:51:46.813     294.043122        7.234074            2030.973080     
5               GSC2         16 Jul 2025 06:51:51.813     294.332709        7.629905            1999.972449     
5               GSC2         16 Jul 2025 06:51:56.813     294.631856        8.033185            1969.045598     
5               GSC2         16 Jul 2025 06:52:01.813     294.941047        8.444220            1938.197045     
5               GSC2         16 Jul 2025 06:52:06.813     295.260805        8.863340            1907.430916     
5               GSC2         16 Jul 2025 06:52:11.813     295.591687        9.290884            1876.752106     
5               GSC2         16 Jul 2025 06:52:16.813     295.934280        9.727201            1846.166133     
5               GSC2         16 Jul 2025 06:52:21.813     296.289218        10.172660           1815.678662     
5               GSC2         16 Jul 2025 06:52:26.813     296.657182        10.627655           1785.295064     
5               GSC2         16 Jul 2025 06:52:31.813     297.038899        11.092594           1755.021566     
5               GSC2         16 Jul 2025 06:52:36.813     297.435145        11.567895           1724.865116     
5               GSC2         16 Jul 2025 06:52:41.813     297.846753        12.053995           1694.832930     
5               GSC2         16 Jul 2025 06:52:46.813     298.274627        12.551366           1664.932043     
5               GSC2         16 Jul 2025 06:52:51.813     298.719733        13.060485           1635.170485     
5               GSC2         16 Jul 2025 06:52:56.813     299.183104        13.581847           1605.557138     
5               GSC2         16 Jul 2025 06:53:01.813     299.665859        14.115964           1576.101301     
5               GSC2         16 Jul 2025 06:53:06.813     300.169209        14.663379           1546.812286     
5               GSC2         16 Jul 2025 06:53:11.813     300.694458        15.224643           1517.700561     
5               GSC2         16 Jul 2025 06:53:16.813     301.243006        15.800317           1488.777635     
5               GSC2         16 Jul 2025 06:53:21.813     301.816371        16.390976           1460.055657     
5               GSC2         16 Jul 2025 06:53:26.813     302.416206        16.997218           1431.547024     
5               GSC2         16 Jul 2025 06:53:31.813     303.044291        17.619641           1403.265528     
5               GSC2         16 Jul 2025 06:53:36.813     303.702550        18.258836           1375.226272     
5               GSC2         16 Jul 2025 06:53:41.813     304.393071        18.915391           1347.445270     
5               GSC2         16 Jul 2025 06:53:46.813     305.118132        19.589900           1319.939125     
5               GSC2         16 Jul 2025 06:53:51.813     305.880197        20.282927           1292.726146     
5               GSC2         16 Jul 2025 06:53:56.813     306.681931        20.994991           1265.826293     
5               GSC2         16 Jul 2025 06:54:01.813     307.526232        21.726571           1239.260807     
5               GSC2         16 Jul 2025 06:54:06.813     308.416262        22.478099           1213.051942     
5               GSC2         16 Jul 2025 06:54:11.813     309.355443        23.249913           1187.224052     
5               GSC2         16 Jul 2025 06:54:16.813     310.347473        24.042230           1161.803540     
5               GSC2         16 Jul 2025 06:54:21.813     311.396366        24.855134           1136.818543     
5               GSC2         16 Jul 2025 06:54:26.813     312.506485        25.688558           1112.298670     
5               GSC2         16 Jul 2025 06:54:31.813     313.682525        26.542206           1088.276060     
5               GSC2         16 Jul 2025 06:54:36.813     314.929532        27.415510           1064.785294     
5               GSC2         16 Jul 2025 06:54:41.813     316.252922        28.307595           1041.863090     
5               GSC2         16 Jul 2025 06:54:46.813     317.658508        29.217226           1019.548040     
5               GSC2         16 Jul 2025 06:54:51.813     319.152441        30.142710           997.881514      
5               GSC2         16 Jul 2025 06:54:56.813     320.741186        31.081818           976.907496      
5               GSC2         16 Jul 2025 06:55:01.813     322.431485        32.031721           956.672194      
5               GSC2         16 Jul 2025 06:55:06.813     324.230315        32.988924           937.223672      
5               GSC2         16 Jul 2025 06:55:11.813     326.144705        33.949135           918.612461      
5               GSC2         16 Jul 2025 06:55:16.813     328.181577        34.907193           900.891170      
5               GSC2         16 Jul 2025 06:55:21.813     330.347550        35.857014           884.113867      
5               GSC2         16 Jul 2025 06:55:26.813     332.648695        36.791557           868.335440      
5               GSC2         16 Jul 2025 06:55:31.813     335.090103        37.702768           853.611742      
5               GSC2         16 Jul 2025 06:55:36.813     337.675456        38.581612           839.998801      
5               GSC2         16 Jul 2025 06:55:41.813     340.406574        39.418174           827.551846      
5               GSC2         16 Jul 2025 06:55:46.813     343.282919        40.201832           816.324335      
5               GSC2         16 Jul 2025 06:55:51.813     346.300958        40.921460           806.367544      
5               GSC2         16 Jul 2025 06:55:56.813     349.453655        41.565757           797.729436      
5               GSC2         16 Jul 2025 06:56:01.813     352.730127        42.123673           790.453488      
5               GSC2         16 Jul 2025 06:56:06.813     356.115500        42.584889           784.577665      
5               GSC2         16 Jul 2025 06:56:11.813     359.590848        42.940297           780.133796      
5               GSC2         16 Jul 2025 06:56:16.813     3.133584          43.182506           777.146617      
5               GSC2         16 Jul 2025 06:56:21.813     6.718230          43.306295           775.633023      
5               GSC2         16 Jul 2025 06:56:26.813     10.317490         43.308939           775.601646      
5               GSC2         16 Jul 2025 06:56:31.813     13.903336         43.190379           777.052703      
5               GSC2         16 Jul 2025 06:56:36.813     17.448323         42.953234           779.977879      
5               GSC2         16 Jul 2025 06:56:41.813     20.926873         42.602628           784.360559      
5               GSC2         16 Jul 2025 06:56:46.813     24.316353         42.145860           790.176438      
5               GSC2         16 Jul 2025 06:56:51.813     27.597670         41.591972           797.394047      
5               GSC2         16 Jul 2025 06:56:56.813     30.755690         40.951258           805.975480      
5               GSC2         16 Jul 2025 06:57:01.813     33.779367         40.234746           815.877412      
5               GSC2         16 Jul 2025 06:57:06.813     36.661590         39.453717           827.052312      
5               GSC2         16 Jul 2025 06:57:11.813     39.398682         38.619311           839.449095      
5               GSC2         16 Jul 2025 06:57:16.813     41.989923         37.742197           853.014062      
5               GSC2         16 Jul 2025 06:57:21.813     44.437044         36.832323           867.691992      
5               GSC2         16 Jul 2025 06:57:26.813     46.743725         35.898739           883.427258      
5               GSC2         16 Jul 2025 06:57:31.813     48.915003         34.949542           900.164057      
5               GSC2         16 Jul 2025 06:57:36.813     50.956859         33.991838           917.847019      
5               GSC2         16 Jul 2025 06:57:41.813     52.875897         33.031751           936.421992      
5               GSC2         16 Jul 2025 06:57:46.813     54.679083         32.074455           955.836782      
5               GSC2         16 Jul 2025 06:57:51.813     56.373442         31.124275           976.040827      
5               GSC2         16 Jul 2025 06:57:56.813     57.965911         30.184764           996.985442      
5               GSC2         16 Jul 2025 06:58:01.813     59.463248         29.258777           1018.624290     
5               GSC2         16 Jul 2025 06:58:06.813     60.871968         28.348541           1040.913868     
5               GSC2         16 Jul 2025 06:58:11.813     62.198234         27.455773           1063.812739     
5               GSC2         16 Jul 2025 06:58:16.813     63.447840         26.581747           1087.281617     
5               GSC2         16 Jul 2025 06:58:21.813     64.626221         25.727351           1111.283660     
5               GSC2         16 Jul 2025 06:58:26.813     65.738468         24.893144           1135.784828     
5               GSC2         16 Jul 2025 06:58:31.813     66.789289         24.079433           1160.752932     
5               GSC2         16 Jul 2025 06:58:36.813     67.783035         23.286315           1186.157613     
5               GSC2         16 Jul 2025 06:58:41.813     68.723733         22.513710           1211.970630     
5               GSC2         16 Jul 2025 06:58:46.813     69.615120         21.761388           1238.166195     
5               GSC2         16 Jul 2025 06:58:51.813     70.460629         21.029015           1264.719903     
5               GSC2         16 Jul 2025 06:58:56.813     71.263409         20.316183           1291.608738     
5               GSC2         16 Jul 2025 06:59:01.813     72.026369         19.622413           1318.811370     
5               GSC2         16 Jul 2025 06:59:06.813     72.752206         18.947169           1346.308507     
5               GSC2         16 Jul 2025 06:59:11.813     73.443389         18.289891           1374.081806     
5               GSC2         16 Jul 2025 06:59:16.813     74.102186         17.650004           1402.113879     
5               GSC2         16 Jul 2025 06:59:21.813     74.730694         17.026917           1430.388648     
5               GSC2         16 Jul 2025 06:59:26.813     75.330859         16.420022           1458.891723     
5               GSC2         16 Jul 2025 06:59:31.813     75.904468         15.828726           1487.609281     
5               GSC2         16 Jul 2025 06:59:36.813     76.453162         15.252443           1516.528126     
5               GSC2         16 Jul 2025 06:59:41.813     76.978466         14.690597           1545.636074     
5               GSC2         16 Jul 2025 06:59:46.813     77.481799         14.142613           1574.922346     
5               GSC2         16 Jul 2025 06:59:51.813     77.964466         13.607941           1604.376456     
5               GSC2         16 Jul 2025 06:59:56.813     78.427673         13.086050           1633.988294     
5               GSC2         16 Jul 2025 07:00:01.813     78.872539         12.576425           1663.748522     
5               GSC2         16 Jul 2025 07:00:06.813     79.300115         12.078560           1693.649018     
5               GSC2         16 Jul 2025 07:00:11.813     79.711368         11.591977           1723.681745     
5               GSC2         16 Jul 2025 07:00:16.813     80.107195         11.116216           1753.838850     
5               GSC2         16 Jul 2025 07:00:21.813     80.488431         10.650838           1784.113100     
5               GSC2         16 Jul 2025 07:00:26.813     80.855864         10.195412           1814.498321     
5               GSC2         16 Jul 2025 07:00:31.813     81.210222         9.749532            1844.988278     
5               GSC2         16 Jul 2025 07:00:36.813     81.552182         9.312813            1875.576788     
5               GSC2         16 Jul 2025 07:00:41.813     81.882377         8.884885            1906.258157     
5               GSC2         16 Jul 2025 07:00:46.813     82.201406         8.465388            1937.027667     
5               GSC2         16 Jul 2025 07:00:51.813     82.509826         8.053982            1967.880417     
5               GSC2         16 Jul 2025 07:00:56.813     82.808153         7.650348            1998.811461     
5               GSC2         16 Jul 2025 07:01:01.813     83.096874         7.254179            2029.816263     
5               GSC2         16 Jul 2025 07:01:06.813     83.376453         6.865174            2060.891179     
5               GSC2         16 Jul 2025 07:01:11.813     83.647320         6.483051            2092.032309     
5               GSC2         16 Jul 2025 07:01:16.813     83.909876         6.107547            2123.235639     
5               GSC2         16 Jul 2025 07:01:21.813     84.164499         5.738406            2154.497498     
5               GSC2         16 Jul 2025 07:01:26.813     84.411553         5.375379            2185.815059     
5               GSC2         16 Jul 2025 07:01:31.813     84.651376         5.018233            2217.185177     
5               GSC2         16 Jul 2025 07:01:32.070     84.663533         5.000000            2218.801689     

6               GSC2         16 Jul 2025 08:33:33.460     282.053683        5.000000            2218.786880     
6               GSC2         16 Jul 2025 08:33:38.460     282.082794        5.369504            2186.323322     
6               GSC2         16 Jul 2025 08:33:43.460     282.112756        5.745723            2153.880269     
6               GSC2         16 Jul 2025 08:33:48.460     282.143612        6.128967            2121.459036     
6               GSC2         16 Jul 2025 08:33:53.460     282.175408        6.519556            2089.061722     
6               GSC2         16 Jul 2025 08:33:58.460     282.208192        6.917826            2056.690652     
6               GSC2         16 Jul 2025 08:34:03.460     282.242018        7.324138            2024.347899     
6               GSC2         16 Jul 2025 08:34:08.460     282.276940        7.738883            1992.035222     
6               GSC2         16 Jul 2025 08:34:13.460     282.313020        8.162466            1959.755184     
6               GSC2         16 Jul 2025 08:34:18.460     282.350321        8.595318            1927.510619     
6               GSC2         16 Jul 2025 08:34:23.460     282.388914        9.037898            1895.304152     
6               GSC2         16 Jul 2025 08:34:28.460     282.428872        9.490707            1863.138134     
6               GSC2         16 Jul 2025 08:34:33.460     282.470277        9.954267            1831.015772     
6               GSC2         16 Jul 2025 08:34:38.460     282.513214        10.429130           1798.940591     
6               GSC2         16 Jul 2025 08:34:43.460     282.557778        10.915893           1766.915972     
6               GSC2         16 Jul 2025 08:34:48.460     282.604070        11.415205           1734.945090     
6               GSC2         16 Jul 2025 08:34:53.460     282.652200        11.927742           1703.032040     
6               GSC2         16 Jul 2025 08:34:58.460     282.702288        12.454230           1671.181324     
6               GSC2         16 Jul 2025 08:35:03.460     282.754463        12.995452           1639.397373     
6               GSC2         16 Jul 2025 08:35:08.460     282.808868        13.552255           1607.684522     
6               GSC2         16 Jul 2025 08:35:13.460     282.865656        14.125537           1576.048127     
6               GSC2         16 Jul 2025 08:35:18.460     282.924997        14.716257           1544.494065     
6               GSC2         16 Jul 2025 08:35:23.460     282.987077        15.325456           1513.028278     
6               GSC2         16 Jul 2025 08:35:28.460     283.052098        15.954261           1481.656767     
6               GSC2         16 Jul 2025 08:35:33.460     283.120286        16.603875           1450.386701     
6               GSC2         16 Jul 2025 08:35:38.460     283.191888        17.275586           1419.225954     
6               GSC2         16 Jul 2025 08:35:43.460     283.267178        17.970794           1388.182666     
6               GSC2         16 Jul 2025 08:35:48.460     283.346459        18.691022           1357.265271     
6               GSC2         16 Jul 2025 08:35:53.460     283.430070        19.437896           1326.483618     
6               GSC2         16 Jul 2025 08:35:58.460     283.518389        20.213171           1295.848523     
6               GSC2         16 Jul 2025 08:36:03.460     283.611835        21.018752           1265.371402     
6               GSC2         16 Jul 2025 08:36:08.460     283.710885        21.856716           1235.064317     
6               GSC2         16 Jul 2025 08:36:13.460     283.816071        22.729288           1204.941129     
6               GSC2         16 Jul 2025 08:36:18.460     283.927996        23.638874           1175.017099     
6               GSC2         16 Jul 2025 08:36:23.460     284.047347        24.588087           1145.308591     
6               GSC2         16 Jul 2025 08:36:28.460     284.174903        25.579771           1115.833183     
6               GSC2         16 Jul 2025 08:36:33.460     284.311559        26.616982           1086.610848     
6               GSC2         16 Jul 2025 08:36:38.460     284.458341        27.703015           1057.663649     
6               GSC2         16 Jul 2025 08:36:43.460     284.616440        28.841443           1029.015529     
6               GSC2         16 Jul 2025 08:36:48.460     284.787235        30.036135           1000.692533     
6               GSC2         16 Jul 2025 08:36:53.460     284.972343        31.291229           972.724026      
6               GSC2         16 Jul 2025 08:36:58.460     285.173661        32.611155           945.142519      
6               GSC2         16 Jul 2025 08:37:03.460     285.393441        34.000666           917.983585      
6               GSC2         16 Jul 2025 08:37:08.460     285.634369        35.464839           891.286192      
6               GSC2         16 Jul 2025 08:37:13.460     285.899674        37.009012           865.093988      
6               GSC2         16 Jul 2025 08:37:18.460     286.193278        38.638775           839.455232      
6               GSC2         16 Jul 2025 08:37:23.460     286.519985        40.359945           814.422829      
6               GSC2         16 Jul 2025 08:37:28.460     286.885753        42.178508           790.054731      
6               GSC2         16 Jul 2025 08:37:33.460     287.298045        44.100437           766.415146      
6               GSC2         16 Jul 2025 08:37:38.460     287.766344        46.131567           743.574426      
6               GSC2         16 Jul 2025 08:37:43.460     288.302881        48.277414           721.608987      
6               GSC2         16 Jul 2025 08:37:48.460     288.923707        50.542909           700.601439      
6               GSC2         16 Jul 2025 08:37:53.460     289.650274        52.931938           680.641206      
6               GSC2         16 Jul 2025 08:37:58.460     290.511903        55.446892           661.823772      
6               GSC2         16 Jul 2025 08:38:03.460     291.549711        58.088070           644.249722      
6               GSC2         16 Jul 2025 08:38:08.460     292.823105        60.852845           628.023669      
6               GSC2         16 Jul 2025 08:38:13.460     294.420933        63.734398           613.253178      
6               GSC2         16 Jul 2025 08:38:18.460     296.481727        66.719999           600.046263      
6               GSC2         16 Jul 2025 08:38:23.460     299.232488        69.788111           588.508475      
6               GSC2         16 Jul 2025 08:38:28.460     303.067625        72.902736           578.739801      
6               GSC2         16 Jul 2025 08:38:33.460     308.719114        76.000769           570.831411      
6               GSC2         16 Jul 2025 08:38:38.460     317.630307        78.960705           564.861692      
6               GSC2         16 Jul 2025 08:38:43.460     332.617793        81.520152           560.892635      
6               GSC2         16 Jul 2025 08:38:48.460     357.273942        83.110719           558.966928      
6               GSC2         16 Jul 2025 08:38:53.460     27.625128         82.984871           559.105765      
6               GSC2         16 Jul 2025 08:38:58.460     50.914667         81.218931           561.307570      
6               GSC2         16 Jul 2025 08:39:03.460     64.868909         78.582075           565.548135      
6               GSC2         16 Jul 2025 08:39:08.460     73.220996         75.593223           571.782087      
6               GSC2         16 Jul 2025 08:39:13.460     78.568407         72.488011           579.944975      
6               GSC2         16 Jul 2025 08:39:18.460     82.226750         69.377025           589.956420      
6               GSC2         16 Jul 2025 08:39:23.460     84.867552         66.318546           601.723874      
6               GSC2         16 Jul 2025 08:39:28.460     86.855915         63.346131           615.146472      
6               GSC2         16 Jul 2025 08:39:33.460     88.403706         60.479910           630.118071      
6               GSC2         16 Jul 2025 08:39:38.460     89.641152         57.731681           646.530526      
6               GSC2         16 Jul 2025 08:39:43.460     90.652281         55.107604           664.276617      
6               GSC2         16 Jul 2025 08:39:48.460     91.493563         52.609848           683.252276      
6               GSC2         16 Jul 2025 08:39:53.460     92.204234         50.237804           703.357443      
6               GSC2         16 Jul 2025 08:39:58.460     92.812376         47.988844           724.497382      
6               GSC2         16 Jul 2025 08:40:03.460     93.338608         45.858902           746.583658      
6               GSC2         16 Jul 2025 08:40:08.460     93.798399         43.842952           769.534583      
6               GSC2         16 Jul 2025 08:40:13.460     94.203559         41.935430           793.274445      
6               GSC2         16 Jul 2025 08:40:18.460     94.563261         40.130469           817.733694      
6               GSC2         16 Jul 2025 08:40:23.460     94.884745         38.422077           842.849094      
6               GSC2         16 Jul 2025 08:40:28.460     95.173800         36.804288           868.563479      
6               GSC2         16 Jul 2025 08:40:33.460     95.435099         35.271320           894.824456      
6               GSC2         16 Jul 2025 08:40:38.460     95.672456         33.817614           921.584368      
6               GSC2         16 Jul 2025 08:40:43.460     95.889022         32.437858           948.800340      
6               GSC2         16 Jul 2025 08:40:48.460     96.087425         31.127021           976.433967      
6               GSC2         16 Jul 2025 08:40:53.460     96.269862         29.880399           1004.449951     
6               GSC2         16 Jul 2025 08:40:58.460     96.438187         28.693601           1032.816189     
6               GSC2         16 Jul 2025 08:41:03.460     96.593983         27.562521           1061.503907     
6               GSC2         16 Jul 2025 08:41:08.460     96.738606         26.483331           1090.487437     
6               GSC2         16 Jul 2025 08:41:13.460     96.873221         25.452504           1119.742933     
6               GSC2         16 Jul 2025 08:41:18.460     96.998833         24.466775           1149.248598     
6               GSC2         16 Jul 2025 08:41:23.460     97.116321         23.523115           1178.984924     
6               GSC2         16 Jul 2025 08:41:28.460     97.226455         22.618712           1208.934581     
6               GSC2         16 Jul 2025 08:41:33.460     97.329906         21.750988           1239.081189     
6               GSC2         16 Jul 2025 08:41:38.460     97.427267         20.917560           1269.409657     
6               GSC2         16 Jul 2025 08:41:43.460     97.519063         20.116219           1299.906509     
6               GSC2         16 Jul 2025 08:41:48.460     97.605763         19.344916           1330.559843     
6               GSC2         16 Jul 2025 08:41:53.460     97.687782         18.601769           1361.358155     
6               GSC2         16 Jul 2025 08:41:58.460     97.765489         17.885040           1392.290743     
6               GSC2         16 Jul 2025 08:42:03.460     97.839218         17.193115           1423.348087     
6               GSC2         16 Jul 2025 08:42:08.460     97.909271         16.524489           1454.521862     
6               GSC2         16 Jul 2025 08:42:13.460     97.975917         15.877781           1485.803791     
6               GSC2         16 Jul 2025 08:42:18.460     98.039399         15.251713           1517.186080     
6               GSC2         16 Jul 2025 08:42:23.460     98.099939         14.645092           1548.661851     
6               GSC2         16 Jul 2025 08:42:28.460     98.157739         14.056801           1580.225180     
6               GSC2         16 Jul 2025 08:42:33.460     98.212982         13.485817           1611.869957     
6               GSC2         16 Jul 2025 08:42:38.460     98.265834         12.931186           1643.590361     
6               GSC2         16 Jul 2025 08:42:43.460     98.316447         12.392015           1675.381311     
6               GSC2         16 Jul 2025 08:42:48.460     98.364965         11.867467           1707.238521     
6               GSC2         16 Jul 2025 08:42:53.460     98.411513         11.356770           1739.157374     
6               GSC2         16 Jul 2025 08:42:58.460     98.456209         10.859205           1771.133405     
6               GSC2         16 Jul 2025 08:43:03.460     98.499163         10.374095           1803.162784     
6               GSC2         16 Jul 2025 08:43:08.460     98.540476         9.900801            1835.242367     
6               GSC2         16 Jul 2025 08:43:13.460     98.580240         9.438735            1867.368582     
6               GSC2         16 Jul 2025 08:43:18.460     98.618541         8.987346            1899.537922     
6               GSC2         16 Jul 2025 08:43:23.460     98.655457         8.546115            1931.747440     
6               GSC2         16 Jul 2025 08:43:28.460     98.691064         8.114547            1963.994804     
6               GSC2         16 Jul 2025 08:43:33.460     98.725430         7.692188            1996.277184     
6               GSC2         16 Jul 2025 08:43:38.460     98.758619         7.278612            2028.591766     
6               GSC2         16 Jul 2025 08:43:43.460     98.790689         6.873413            2060.936236     
6               GSC2         16 Jul 2025 08:43:48.460     98.821698         6.476205            2093.308853     
6               GSC2         16 Jul 2025 08:43:53.460     98.851696         6.086632            2125.707327     
6               GSC2         16 Jul 2025 08:43:58.460     98.880732         5.704359            2158.129347     
6               GSC2         16 Jul 2025 08:44:03.460     98.908852         5.329067            2190.573065     
6               GSC2         16 Jul 2025 08:44:07.919     98.933192         5.000000            2219.525429     

7               GSC2         16 Jul 2025 10:16:04.915     268.495527        5.000000            2219.369812     
7               GSC2         16 Jul 2025 10:16:09.915     268.293446        5.360650            2187.676585     
7               GSC2         16 Jul 2025 10:16:14.915     268.085172        5.727414            2156.026617     
7               GSC2         16 Jul 2025 10:16:19.915     267.870414        6.100540            2124.422954     
7               GSC2         16 Jul 2025 10:16:24.915     267.648857        6.480298            2092.868256     
7               GSC2         16 Jul 2025 10:16:29.915     267.420167        6.866970            2061.365331     
7               GSC2         16 Jul 2025 10:16:34.915     267.183992        7.260847            2029.917705     
7               GSC2         16 Jul 2025 10:16:39.915     266.939958        7.662234            1998.529091     
7               GSC2         16 Jul 2025 10:16:44.915     266.687661        8.071458            1967.202877     
7               GSC2         16 Jul 2025 10:16:49.915     266.426667        8.488868            1935.942644     
7               GSC2         16 Jul 2025 10:16:54.915     266.156521        8.914820            1904.752752     
7               GSC2         16 Jul 2025 10:16:59.915     265.876733        9.349689            1873.637804     
7               GSC2         16 Jul 2025 10:17:04.915     265.586775        9.793879            1842.602153     
7               GSC2         16 Jul 2025 10:17:09.915     265.286080        10.247816           1811.650428     
7               GSC2         16 Jul 2025 10:17:14.915     264.974045        10.711938           1780.788103     
