Target: SAT

Pass Number     Observer     Time (UTCGregorian)          Azimuth (deg)     Elevation (deg)     Range (km)      
1               GSC2         16 Jul 2025 00:07:04.671     26.606178         35.761419           885.904691      
1               GSC2         16 Jul 2025 00:07:09.671     28.861572         34.879628           901.522963      
1               GSC2         16 Jul 2025 00:07:14.671     30.991282         33.981710           918.126276      
1               GSC2         16 Jul 2025 00:07:19.671     33.000235         33.074215           935.661580      
1               GSC2         16 Jul 2025 00:07:24.671     34.894024         32.162826           954.077131      
1               GSC2         16 Jul 2025 00:07:29.671     36.678614         31.252405           973.322701      
1               GSC2         16 Jul 2025 00:07:34.671     38.360108         30.347070           993.349397      
1               GSC2         16 Jul 2025 00:07:39.671     39.944625         29.450240           1014.110217     
1               GSC2         16 Jul 2025 00:07:44.671     41.438204         28.564686           1035.560596     
1               GSC2         16 Jul 2025 00:07:49.671     42.846702         27.692622           1057.658275     
1               GSC2         16 Jul 2025 00:07:54.671     44.175700         26.835795           1080.362785     
1               GSC2         16 Jul 2025 00:07:59.671     45.430504         25.995532           1103.635861     
1               GSC2         16 Jul 2025 00:08:04.671     46.616138         25.172785           1127.441839     
1               GSC2         16 Jul 2025 00:08:09.671     47.737319         24.368205           1151.747335     
1               GSC2         16 Jul 2025 00:08:14.671     48.798436         23.582203           1176.520570     
1               GSC2         16 Jul 2025 00:08:19.671     49.803575         22.814983           1201.731731     
1               GSC2         16 Jul 2025 00:08:24.671     50.756553         22.066562           1227.353347     
1               GSC2         16 Jul 2025 00:08:29.671     51.660908         21.336815           1253.359879     
1               GSC2         16 Jul 2025 00:08:34.671     52.519904         20.625521           1279.726982     
1               GSC2         16 Jul 2025 00:08:39.671     53.336560         19.932372           1306.431881     
1               GSC2         16 Jul 2025 00:08:44.671     54.113682         19.256977           1333.453777     
1               GSC2         16 Jul 2025 00:08:49.671     54.853863         18.598892           1360.773394     
1               GSC2         16 Jul 2025 00:08:54.671     55.559491         17.957650           1388.372234     
1               GSC2         16 Jul 2025 00:08:59.671     56.232770         17.332758           1416.232988     
1               GSC2         16 Jul 2025 00:09:04.671     56.875749         16.723691           1444.339975     
1               GSC2         16 Jul 2025 00:09:09.671     57.490326         16.129915           1472.678691     
1               GSC2         16 Jul 2025 00:09:14.671     58.078247         15.550906           1501.235049     
1               GSC2         16 Jul 2025 00:09:19.671     58.641126         14.986143           1529.995849     
1               GSC2         16 Jul 2025 00:09:24.671     59.180470         14.435095           1558.949238     
1               GSC2         16 Jul 2025 00:09:29.671     59.697675         13.897243           1588.084259     
1               GSC2         16 Jul 2025 00:09:34.671     60.194028         13.372090           1617.390108     
1               GSC2         16 Jul 2025 00:09:39.671     60.670725         12.859149           1646.856624     
1               GSC2         16 Jul 2025 00:09:44.671     61.128884         12.357941           1676.474785     
1               GSC2         16 Jul 2025 00:09:49.671     61.569545         11.867998           1706.236261     
1               GSC2         16 Jul 2025 00:09:54.671     61.993668         11.388880           1736.132670     
1               GSC2         16 Jul 2025 00:09:59.671     62.402150         10.920163           1766.156099     
1               GSC2         16 Jul 2025 00:10:04.671     62.795830         10.461429           1796.299618     
1               GSC2         16 Jul 2025 00:10:09.671     63.175494         10.012277           1826.556840     
1               GSC2         16 Jul 2025 00:10:14.671     63.541869         9.572330            1856.921178     
1               GSC2         16 Jul 2025 00:10:19.671     63.895634         9.141226            1887.386386     
1               GSC2         16 Jul 2025 00:10:24.671     64.237429         8.718613            1917.947082     
1               GSC2         16 Jul 2025 00:10:29.671     64.567856         8.304150            1948.598333     
1               GSC2         16 Jul 2025 00:10:34.671     64.887472         7.897520            1979.334886     
1               GSC2         16 Jul 2025 00:10:39.671     65.196798         7.498422            2010.151737     
1               GSC2         16 Jul 2025 00:10:44.671     65.496331         7.106559            2041.044669     
1               GSC2         16 Jul 2025 00:10:49.671     65.786535         6.721644            2072.009834     
1               GSC2         16 Jul 2025 00:10:54.671     66.067844         6.343416            2103.042980     
1               GSC2         16 Jul 2025 00:10:59.671     66.340664         5.971621            2134.140043     
1               GSC2         16 Jul 2025 00:11:04.671     66.605382         5.606012            2165.297684     
1               GSC2         16 Jul 2025 00:11:09.671     66.862365         5.246351            2196.512872     
1               GSC2         16 Jul 2025 00:11:13.143     67.036433         5.000000            2218.219418     

2               GSC2         16 Jul 2025 01:43:48.653     288.909967        5.000000            2218.635015     
2               GSC2         16 Jul 2025 01:43:53.653     289.304581        5.333980            2189.254262     
2               GSC2         16 Jul 2025 01:43:58.653     289.710271        5.672377            2159.980853     
2               GSC2         16 Jul 2025 01:44:03.653     290.127494        6.015312            2130.819910     
2               GSC2         16 Jul 2025 01:44:08.653     290.556736        6.362913            2101.776446     
2               GSC2         16 Jul 2025 01:44:13.653     290.998499        6.715303            2072.856377     
2               GSC2         16 Jul 2025 01:44:18.653     291.453306        7.072602            2044.066013     
2               GSC2         16 Jul 2025 01:44:23.653     291.921716        7.434938            2015.411597     
2               GSC2         16 Jul 2025 01:44:28.653     292.404320        7.802440            1986.899333     
2               GSC2         16 Jul 2025 01:44:33.653     292.901729        8.175231            1958.536397     
2               GSC2         16 Jul 2025 01:44:38.653     293.414584        8.553431            1930.330419     
2               GSC2         16 Jul 2025 01:44:43.653     293.943563        8.937160            1902.289055     
2               GSC2         16 Jul 2025 01:44:48.653     294.489389        9.326542            1874.420004     
2               GSC2         16 Jul 2025 01:44:53.653     295.052806        9.721686            1846.732015     
2               GSC2         16 Jul 2025 01:44:58.653     295.634596        10.122697           1819.234382     
2               GSC2         16 Jul 2025 01:45:03.653     296.235584        10.529673           1791.936515     
2               GSC2         16 Jul 2025 01:45:08.653     296.856649        10.942711           1764.847995     
2               GSC2         16 Jul 2025 01:45:13.653     297.498697        11.361887           1737.979534     
2               GSC2         16 Jul 2025 01:45:18.653     298.162673        11.787262           1711.342489     
2               GSC2         16 Jul 2025 01:45:23.653     298.849579        12.218887           1684.948463     
2               GSC2         16 Jul 2025 01:45:28.653     299.560473        12.656797           1658.809357     
2               GSC2         16 Jul 2025 01:45:33.653     300.296445        13.100997           1632.938303     
2               GSC2         16 Jul 2025 01:45:38.653     301.058630        13.551465           1607.349202     
2               GSC2         16 Jul 2025 01:45:43.653     301.848221        14.008154           1582.056335     
2               GSC2         16 Jul 2025 01:45:48.653     302.666475        14.470986           1557.074427     
2               GSC2         16 Jul 2025 01:45:53.653     303.514675        14.939836           1532.419541     
2               GSC2         16 Jul 2025 01:45:58.653     304.394152        15.414531           1508.108622     
2               GSC2         16 Jul 2025 01:46:03.653     305.306290        15.894852           1484.159143     
2               GSC2         16 Jul 2025 01:46:08.653     306.252532        16.380526           1460.589157     
2               GSC2         16 Jul 2025 01:46:13.653     307.234337        16.871208           1437.418141     
2               GSC2         16 Jul 2025 01:46:18.653     308.253193        17.366474           1414.666547     
2               GSC2         16 Jul 2025 01:46:23.653     309.310627        17.865828           1392.355469     
2               GSC2         16 Jul 2025 01:46:28.653     310.408200        18.368686           1370.506678     
2               GSC2         16 Jul 2025 01:46:33.653     311.547454        18.874358           1349.143377     
2               GSC2         16 Jul 2025 01:46:38.653     312.729920        19.382042           1328.289775     
2               GSC2         16 Jul 2025 01:46:43.653     313.957121        19.890823           1307.970738     
2               GSC2         16 Jul 2025 01:46:48.653     315.230557        20.399669           1288.211790     
2               GSC2         16 Jul 2025 01:46:53.653     316.551637        20.907400           1269.039770     
2               GSC2         16 Jul 2025 01:46:58.653     317.921676        21.412693           1250.482373     
2               GSC2         16 Jul 2025 01:47:03.653     319.341888        21.914082           1232.567787     
2               GSC2         16 Jul 2025 01:47:08.653     320.813357        22.409954           1215.324639     
2               GSC2         16 Jul 2025 01:47:13.653     322.336951        22.898534           1198.782499     
2               GSC2         16 Jul 2025 01:47:18.653     323.913304        23.377889           1182.971369     
2               GSC2         16 Jul 2025 01:47:23.653     325.542807        23.845945           1167.921294     
2               GSC2         16 Jul 2025 01:47:28.653     327.225560        24.300494           1153.662232     
2               GSC2         16 Jul 2025 01:47:33.653     328.961274        24.739195           1140.224347     
2               GSC2         16 Jul 2025 01:47:38.653     330.749252        25.159600           1127.637477     
2               GSC2         16 Jul 2025 01:47:43.653     332.588378        25.559185           1115.930690     
2               GSC2         16 Jul 2025 01:47:48.653     334.477083        25.935383           1105.132090     
2               GSC2         16 Jul 2025 01:47:53.653     336.413248        26.285606           1095.268910     
2               GSC2         16 Jul 2025 01:47:58.653     338.394211        26.607298           1086.366972     
2               GSC2         16 Jul 2025 01:48:03.653     340.416790        26.897981           1078.450258     
2               GSC2         16 Jul 2025 01:48:08.653     342.477287        27.155307           1071.540693     
2               GSC2         16 Jul 2025 01:48:13.653     344.571435        27.377102           1065.658113     
2               GSC2         16 Jul 2025 01:48:18.653     346.694461        27.561420           1060.819790     
2               GSC2         16 Jul 2025 01:48:23.653     348.841180        27.706593           1057.040145     
2               GSC2         16 Jul 2025 01:48:28.653     351.006052        27.811276           1054.330607     
2               GSC2         16 Jul 2025 01:48:33.653     353.183195        27.874477           1052.699536     
2               GSC2         16 Jul 2025 01:48:38.653     355.366512        27.895591           1052.151982     
2               GSC2         16 Jul 2025 01:48:43.653     357.549827        27.874414           1052.689610     
2               GSC2         16 Jul 2025 01:48:48.653     359.726996        27.811148           1054.310753     
2               GSC2         16 Jul 2025 01:48:53.653     1.891927          27.706400           1057.010385     
2               GSC2         16 Jul 2025 01:48:58.653     4.038731          27.561161           1060.780141     
2               GSC2         16 Jul 2025 01:49:03.653     6.161840          27.376778           1065.608539     
2               GSC2         16 Jul 2025 01:49:08.653     8.256094          27.154915           1071.481215     
2               GSC2         16 Jul 2025 01:49:13.653     10.316730         26.897519           1078.380923     
2               GSC2         16 Jul 2025 01:49:18.653     12.339469         26.606764           1086.287817     
2               GSC2         16 Jul 2025 01:49:23.653     14.320588         26.285004           1095.179858     
2               GSC2         16 Jul 2025 01:49:28.653     16.256931         25.934708           1105.033166     
2               GSC2         16 Jul 2025 01:49:33.653     18.145840         25.558435           1115.821966     
2               GSC2         16 Jul 2025 01:49:38.653     19.985190         25.158774           1127.518991     
2               GSC2         16 Jul 2025 01:49:43.653     21.773385         24.738296           1140.095970     
2               GSC2         16 Jul 2025 01:49:48.653     23.509333         24.299520           1153.523991     
2               GSC2         16 Jul 2025 01:49:53.653     25.192344         23.844894           1167.773268     
2               GSC2         16 Jul 2025 01:49:58.653     26.822121         23.376761           1182.813584     
2               GSC2         16 Jul 2025 01:50:03.653     28.398742         22.897334           1198.614775     
2               GSC2         16 Jul 2025 01:50:08.653     29.922619         22.408682           1215.146991     
2               GSC2         16 Jul 2025 01:50:13.653     31.394390         21.912736           1232.380289     
2               GSC2         16 Jul 2025 01:50:18.653     32.814917         21.411274           1250.285037     
2               GSC2         16 Jul 2025 01:50:23.653     34.185267         20.905915           1268.832362     
2               GSC2         16 Jul 2025 01:50:28.653     35.506672         20.398119           1287.994308     
2               GSC2         16 Jul 2025 01:50:33.653     36.780451         19.889206           1307.743246     
2               GSC2         16 Jul 2025 01:50:38.653     38.008007         19.380360           1328.052266     
2               GSC2         16 Jul 2025 01:50:43.653     39.190824         18.872620           1348.895566     
2               GSC2         16 Jul 2025 01:50:48.653     40.330442         18.366892           1370.248545     
2               GSC2         16 Jul 2025 01:50:53.653     41.428395         17.863978           1392.087070     
2               GSC2         16 Jul 2025 01:50:58.653     42.486222         17.364571           1414.387852     
2               GSC2         16 Jul 2025 01:51:03.653     43.505470         16.869259           1437.128824     
2               GSC2         16 Jul 2025 01:51:08.653     44.487679         16.378533           1460.289182     
2               GSC2         16 Jul 2025 01:51:13.653     45.434340         15.892815           1483.848551     
2               GSC2         16 Jul 2025 01:51:18.653     46.346911         15.412453           1507.787368     
2               GSC2         16 Jul 2025 01:51:23.653     47.226820         14.937725           1532.087266     
2               GSC2         16 Jul 2025 01:51:28.653     48.075465         14.468842           1556.731077     
2               GSC2         16 Jul 2025 01:51:33.653     48.894178         14.005978           1581.701942     
2               GSC2         16 Jul 2025 01:51:38.653     49.684242         13.549260           1606.983707     
2               GSC2         16 Jul 2025 01:51:43.653     50.446902         13.098770           1632.561317     
2               GSC2         16 Jul 2025 01:51:48.653     51.183360         12.654549           1658.420811     
2               GSC2         16 Jul 2025 01:51:53.653     51.894756         12.216619           1684.548385     
2               GSC2         16 Jul 2025 01:51:58.653     52.582176         11.784976           1710.930812     
2               GSC2         16 Jul 2025 01:52:03.653     53.246671         11.359590           1737.555841     
2               GSC2         16 Jul 2025 01:52:08.653     53.889248         10.940405           1764.412210     
2               GSC2         16 Jul 2025 01:52:13.653     54.510858         10.527357           1791.488660     
2               GSC2         16 Jul 2025 01:52:18.653     55.112405         10.120374           1818.774380     
2               GSC2         16 Jul 2025 01:52:23.653     55.694757         9.719363            1846.259432     
2               GSC2         16 Jul 2025 01:52:28.653     56.258750         9.324218            1873.934756     
2               GSC2         16 Jul 2025 01:52:33.653     56.805165         8.934837            1901.791163     
2               GSC2         16 Jul 2025 01:52:38.653     57.334747         8.551110            1929.819800     
2               GSC2         16 Jul 2025 01:52:43.653     57.848211         8.172920            1958.012596     
2               GSC2         16 Jul 2025 01:52:48.653     58.346241         7.800138            1986.362264     
2               GSC2         16 Jul 2025 01:52:53.653     58.829481         7.432645            2014.861279     
2               GSC2         16 Jul 2025 01:52:58.653     59.298540         7.070321            2043.502355     
2               GSC2         16 Jul 2025 01:53:03.653     59.754003         6.713039            2072.278918     
2               GSC2         16 Jul 2025 01:53:08.653     60.196434         6.360667            2101.185098     
2               GSC2         16 Jul 2025 01:53:13.653     60.626359         6.013084            2130.214686     
2               GSC2         16 Jul 2025 01:53:18.653     61.044277         5.670168            2159.361660     
2               GSC2         16 Jul 2025 01:53:23.653     61.450670         5.331796            2188.620629     
2               GSC2         16 Jul 2025 01:53:28.620     61.843464         5.000000            2217.795485     

3               GSC2         16 Jul 2025 03:26:33.618     296.937282        5.000000            2218.174850     
3               GSC2         16 Jul 2025 03:26:38.618     297.381514        5.323882            2189.678694     
3               GSC2         16 Jul 2025 03:26:43.618     297.837808        5.651575            2161.312797     
3               GSC2         16 Jul 2025 03:26:48.618     298.306642        5.983161            2133.082671     
3               GSC2         16 Jul 2025 03:26:53.618     298.788501        6.318716            2104.994735     
3               GSC2         16 Jul 2025 03:26:58.618     299.283891        6.658312            2077.055804     
3               GSC2         16 Jul 2025 03:27:03.618     299.793348        7.002022            2049.272640     
3               GSC2         16 Jul 2025 03:27:08.618     300.317438        7.349919            2021.651982     
3               GSC2         16 Jul 2025 03:27:13.618     300.856741        7.702067            1994.201516     
3               GSC2         16 Jul 2025 03:27:18.618     301.411858        8.058522            1966.929386     
3               GSC2         16 Jul 2025 03:27:23.618     301.983425        8.419338            1939.843778     
3               GSC2         16 Jul 2025 03:27:28.618     302.572114        8.784566            1912.952907     
3               GSC2         16 Jul 2025 03:27:33.618     303.178610        9.154242            1886.266022     
3               GSC2         16 Jul 2025 03:27:38.618     303.803627        9.528389            1859.792900     
3               GSC2         16 Jul 2025 03:27:43.618     304.447913        9.907025            1833.543428     
3               GSC2         16 Jul 2025 03:27:48.618     305.112257        10.290158           1807.527649     
3               GSC2         16 Jul 2025 03:27:53.618     305.797464        10.677772           1781.756684     
3               GSC2         16 Jul 2025 03:27:58.618     306.504365        11.069833           1756.242271     
3               GSC2         16 Jul 2025 03:28:03.618     307.233830        11.466292           1730.996367     
3               GSC2         16 Jul 2025 03:28:08.618     307.986771        11.867081           1706.031169     
3               GSC2         16 Jul 2025 03:28:13.618     308.764113        12.272099           1681.360039     
3               GSC2         16 Jul 2025 03:28:18.618     309.566804        12.681215           1656.997029     
3               GSC2         16 Jul 2025 03:28:23.618     310.395832        13.094270           1632.956511     
3               GSC2         16 Jul 2025 03:28:28.618     311.252219        13.511074           1609.253211     
3               GSC2         16 Jul 2025 03:28:33.618     312.136992        13.931390           1585.903057     
3               GSC2         16 Jul 2025 03:28:38.618     313.051193        14.354934           1562.922748     
3               GSC2         16 Jul 2025 03:28:43.618     313.995891        14.781377           1540.329382     
3               GSC2         16 Jul 2025 03:28:48.618     314.972177        15.210346           1518.140488     
3               GSC2         16 Jul 2025 03:28:53.618     315.981127        15.641398           1496.374825     
3               GSC2         16 Jul 2025 03:28:58.618     317.023806        16.074026           1475.051933     
3               GSC2         16 Jul 2025 03:29:03.618     318.101284        16.507658           1454.191794     
3               GSC2         16 Jul 2025 03:29:08.618     319.214621        16.941657           1433.814841     
3               GSC2         16 Jul 2025 03:29:13.618     320.364823        17.375297           1413.942666     
3               GSC2         16 Jul 2025 03:29:18.618     321.552844        17.807769           1394.597585     
3               GSC2         16 Jul 2025 03:29:23.618     322.779590        18.238180           1375.802280     
3               GSC2         16 Jul 2025 03:29:28.618     324.045910        18.665555           1357.579804     
3               GSC2         16 Jul 2025 03:29:33.618     325.352530        19.088816           1339.954154     
3               GSC2         16 Jul 2025 03:29:38.618     326.700055        19.506790           1322.949834     
3               GSC2         16 Jul 2025 03:29:43.618     328.088969        19.918214           1306.591495     
3               GSC2         16 Jul 2025 03:29:48.618     329.519620        20.321740           1290.903884     
3               GSC2         16 Jul 2025 03:29:53.618     330.992138        20.715920           1275.912283     
3               GSC2         16 Jul 2025 03:29:58.618     332.506444        21.099226           1261.642050     
3               GSC2         16 Jul 2025 03:30:03.618     334.062241        21.470057           1248.118257     
3               GSC2         16 Jul 2025 03:30:08.618     335.659003        21.826758           1235.365569     
3               GSC2         16 Jul 2025 03:30:13.618     337.295888        22.167614           1223.408545     
3               GSC2         16 Jul 2025 03:30:18.618     338.971750        22.490880           1212.271160     
3               GSC2         16 Jul 2025 03:30:23.618     340.685148        22.794803           1201.976447     
3               GSC2         16 Jul 2025 03:30:28.618     342.434335        23.077644           1192.546343     
3               GSC2         16 Jul 2025 03:30:33.618     344.217192        23.337694           1184.001840     
3               GSC2         16 Jul 2025 03:30:38.618     346.031253        23.573307           1176.362541     
3               GSC2         16 Jul 2025 03:30:43.618     347.873744        23.782929           1169.646339     
3               GSC2         16 Jul 2025 03:30:48.618     349.741595        23.965127           1163.869292     
3               GSC2         16 Jul 2025 03:30:53.618     351.631403        24.118612           1159.045651     
3               GSC2         16 Jul 2025 03:30:58.618     353.539485        24.242266           1155.187525     
3               GSC2         16 Jul 2025 03:31:03.618     355.461953        24.335169           1152.304676     
3               GSC2         16 Jul 2025 03:31:08.618     357.394758        24.396618           1150.404471     
3               GSC2         16 Jul 2025 03:31:13.618     359.333676        24.426142           1149.491862     
3               GSC2         16 Jul 2025 03:31:18.618     1.274389          24.423512           1149.569224     
3               GSC2         16 Jul 2025 03:31:23.618     3.212581          24.388748           1150.636322     
3               GSC2         16 Jul 2025 03:31:28.618     5.143998          24.322119           1152.690401     
3               GSC2         16 Jul 2025 03:31:33.618     7.064428          24.224135           1155.726148     
3               GSC2         16 Jul 2025 03:31:38.618     8.969803          24.095535           1159.735729     
3               GSC2         16 Jul 2025 03:31:43.618     10.856268         23.937275           1164.708964     
3               GSC2         16 Jul 2025 03:31:48.618     12.720233         23.750497           1170.633519     
3               GSC2         16 Jul 2025 03:31:53.618     14.558337         23.536517           1177.494859     
3               GSC2         16 Jul 2025 03:31:58.618     16.367515         23.296794           1185.276454     
3               GSC2         16 Jul 2025 03:32:03.618     18.145046         23.032898           1193.960099     
3               GSC2         16 Jul 2025 03:32:08.618     19.888566         22.746482           1203.526176     
3               GSC2         16 Jul 2025 03:32:13.618     21.596007         22.439262           1213.953534     
3               GSC2         16 Jul 2025 03:32:18.618     23.265633         22.112987           1225.219794     
3               GSC2         16 Jul 2025 03:32:23.618     24.896057         21.769410           1237.301748     
3               GSC2         16 Jul 2025 03:32:28.618     26.486224         21.410266           1250.175620     
3               GSC2         16 Jul 2025 03:32:33.618     28.035338         21.037260           1263.816813     
3               GSC2         16 Jul 2025 03:32:38.618     29.542874         20.652049           1278.200258     
3               GSC2         16 Jul 2025 03:32:43.618     31.008578         20.256222           1293.300827     
3               GSC2         16 Jul 2025 03:32:48.618     32.432441         19.851285           1309.093546     
3               GSC2         16 Jul 2025 03:32:53.618     33.814627         19.438672           1325.553186     
3               GSC2         16 Jul 2025 03:32:58.618     35.155473         19.019726           1342.654621     
3               GSC2         16 Jul 2025 03:33:03.618     36.455487         18.595694           1360.373219     
3               GSC2         16 Jul 2025 03:33:08.618     37.715330         18.167724           1378.685002     
3               GSC2         16 Jul 2025 03:33:13.618     38.935742         17.736880           1397.566085     
3               GSC2         16 Jul 2025 03:33:18.618     40.117554         17.304132           1416.993023     
3               GSC2         16 Jul 2025 03:33:23.618     41.261685         16.870358           1436.943200     
3               GSC2         16 Jul 2025 03:33:28.618     42.369127         16.436343           1457.394921     
3               GSC2         16 Jul 2025 03:33:33.618     43.440890         16.002801           1478.326734     
3               GSC2         16 Jul 2025 03:33:38.618     44.478012         15.570367           1499.717777     
3               GSC2         16 Jul 2025 03:33:43.618     45.481564         15.139600           1521.548160     
3               GSC2         16 Jul 2025 03:33:48.618     46.452641         14.710987           1543.799021     
3               GSC2         16 Jul 2025 03:33:53.618     47.392316         14.284961           1566.451745     
3               GSC2         16 Jul 2025 03:33:58.618     48.301655         13.861898           1589.488331     
3               GSC2         16 Jul 2025 03:34:03.618     49.181726         13.442116           1612.891773     
3               GSC2         16 Jul 2025 03:34:08.618     50.033590         13.025883           1636.646092     
3               GSC2         16 Jul 2025 03:34:13.618     50.858271         12.613429           1660.735485     
3               GSC2         16 Jul 2025 03:34:18.618     51.656766         12.204948           1685.144714     
3               GSC2         16 Jul 2025 03:34:23.618     52.430057         11.800593           1709.859493     
3               GSC2         16 Jul 2025 03:34:28.618     53.179111         11.400480           1734.866507     
3               GSC2         16 Jul 2025 03:34:33.618     53.904845         11.004707           1760.152511     
