Target: SAT

Pass Number     Observer     Time (UTCGregorian)          Azimuth (deg)     Elevation (deg)     Range (km)      
4               GSC2         16 Jul 2025 06:25:45.203     17.712008         37.359523           859.015809      
4               GSC2         16 Jul 2025 06:25:50.203     20.614631         37.045014           864.109186      
4               GSC2         16 Jul 2025 06:25:55.203     23.452630         36.657331           870.492998      
4               GSC2         16 Jul 2025 06:26:00.203     26.214887         36.202227           878.138864      
4               GSC2         16 Jul 2025 06:26:05.203     28.892307         35.686075           887.014012      
4               GSC2         16 Jul 2025 06:26:10.203     31.477803         35.115638           897.081826      
4               GSC2         16 Jul 2025 06:26:15.203     33.966195         34.497859           908.302325      
4               GSC2         16 Jul 2025 06:26:20.203     36.354135         33.839651           920.632964      
4               GSC2         16 Jul 2025 06:26:25.203     38.639966         33.147720           934.029573      
4               GSC2         16 Jul 2025 06:26:30.203     40.823444         32.428442           948.446771      
4               GSC2         16 Jul 2025 06:26:35.203     42.905486         31.687778           963.838291      
4               GSC2         16 Jul 2025 06:26:40.203     44.887984         30.931197           980.157700      
4               GSC2         16 Jul 2025 06:26:45.203     46.773634         30.163626           997.359184      
4               GSC2         16 Jul 2025 06:26:50.203     48.565699         29.389456           1015.397642     
4               GSC2         16 Jul 2025 06:26:55.203     50.267813         28.612552           1034.228683     
4               GSC2         16 Jul 2025 06:27:00.203     51.883884         27.836269           1053.809171     
4               GSC2         16 Jul 2025 06:27:05.203     53.418003         27.063465           1074.097810     
4               GSC2         16 Jul 2025 06:27:10.203     54.874314         26.296555           1095.054910     
4               GSC2         16 Jul 2025 06:27:15.203     56.256920         25.537561           1116.642138     
4               GSC2         16 Jul 2025 06:27:20.203     57.569852         24.788142           1138.822918     
4               GSC2         16 Jul 2025 06:27:25.203     58.817061         24.049619           1161.562906     
4               GSC2         16 Jul 2025 06:27:30.203     60.002347         23.323037           1184.829524     
4               GSC2         16 Jul 2025 06:27:35.203     61.129326         22.609202           1208.591584     
4               GSC2         16 Jul 2025 06:27:40.203     62.201443         21.908711           1232.819625     
4               GSC2         16 Jul 2025 06:27:45.203     63.221985         21.221963           1257.486334     
4               GSC2         16 Jul 2025 06:27:50.203     64.194051         20.549212           1282.565992     
4               GSC2         16 Jul 2025 06:27:55.203     65.120541         19.890587           1308.034006     
4               GSC2         16 Jul 2025 06:28:00.203     66.004181         19.246112           1333.867263     
4               GSC2         16 Jul 2025 06:28:05.203     66.847544         18.615711           1360.044540     
4               GSC2         16 Jul 2025 06:28:10.203     67.653038         17.999235           1386.545923     
4               GSC2         16 Jul 2025 06:28:15.203     68.422898         17.396489           1413.352282     
4               GSC2         16 Jul 2025 06:28:20.203     69.159216         16.807227           1440.445680     
4               GSC2         16 Jul 2025 06:28:25.203     69.863960         16.231160           1467.809799     
4               GSC2         16 Jul 2025 06:28:30.203     70.538964         15.667970           1495.429314     
4               GSC2         16 Jul 2025 06:28:35.203     71.185929         15.117329           1523.289403     
4               GSC2         16 Jul 2025 06:28:40.203     71.806442         14.578892           1551.376150     
4               GSC2         16 Jul 2025 06:28:45.203     72.401999         14.052297           1579.677029     
4               GSC2         16 Jul 2025 06:28:50.203     72.973994         13.537177           1608.180259     
4               GSC2         16 Jul 2025 06:28:55.203     73.523719         13.033172           1636.874301     
4               GSC2         16 Jul 2025 06:29:00.203     74.052379         12.539923           1665.748310     
4               GSC2         16 Jul 2025 06:29:05.203     74.561114         12.057064           1694.792639     
4               GSC2         16 Jul 2025 06:29:10.203     75.050987         11.584237           1723.998191     
4               GSC2         16 Jul 2025 06:29:15.203     75.522984         11.121098           1753.355912     
4               GSC2         16 Jul 2025 06:29:20.203     75.978028         10.667310           1782.857278     
4               GSC2         16 Jul 2025 06:29:25.203     76.416992         10.222536           1812.494819     
4               GSC2         16 Jul 2025 06:29:30.203     76.840693         9.786450            1842.261458     
4               GSC2         16 Jul 2025 06:29:35.203     77.249891         9.358744            1872.150019     
4               GSC2         16 Jul 2025 06:29:40.203     77.645297         8.939117            1902.153729     
4               GSC2         16 Jul 2025 06:29:45.203     78.027588         8.527272            1932.266763     
4               GSC2         16 Jul 2025 06:29:50.203     78.397399         8.122923            1962.483563     
4               GSC2         16 Jul 2025 06:29:55.203     78.755317         7.725801            1992.798385     
4               GSC2         16 Jul 2025 06:30:00.203     79.101899         7.335646            2023.205776     
4               GSC2         16 Jul 2025 06:30:05.203     79.437674         6.952202            2053.701157     
4               GSC2         16 Jul 2025 06:30:10.203     79.763139         6.575223            2084.280133     
4               GSC2         16 Jul 2025 06:30:15.203     80.078756         6.204478            2114.938037     
4               GSC2         16 Jul 2025 06:30:20.203     80.384964         5.839745            2145.670431     
4               GSC2         16 Jul 2025 06:30:25.203     80.682179         5.480806            2176.473682     
4               GSC2         16 Jul 2025 06:30:30.203     80.970796         5.127451            2207.344289     
4               GSC2         16 Jul 2025 06:30:32.026     81.073934         5.000000            2218.612875     

5               GSC2         16 Jul 2025 08:02:39.961     285.117195        5.000000            2218.649963     
5               GSC2         16 Jul 2025 08:02:44.961     285.204846        5.368017            2186.315623     
5               GSC2         16 Jul 2025 08:02:49.961     285.295163        5.742657            2154.005021     
5               GSC2         16 Jul 2025 08:02:54.961     285.388279        6.124210            2121.720419     
5               GSC2         16 Jul 2025 08:02:59.961     285.484332        6.512985            2089.464177     
5               GSC2         16 Jul 2025 08:03:04.961     285.583475        6.909316            2057.238188     
5               GSC2         16 Jul 2025 08:03:09.961     285.685868        7.313556            2025.044468     
5               GSC2         16 Jul 2025 08:03:14.961     285.791683        7.726074            1992.885752     
5               GSC2         16 Jul 2025 08:03:19.961     285.901104        8.147259            1960.764916     
5               GSC2         16 Jul 2025 08:03:24.961     286.014328        8.577532            1928.684409     
5               GSC2         16 Jul 2025 08:03:29.961     286.131568        9.017344            1896.646851     
5               GSC2         16 Jul 2025 08:03:34.961     286.253053        9.467163            1864.655621     
5               GSC2         16 Jul 2025 08:03:39.961     286.379026        9.927485            1832.714291     
5               GSC2         16 Jul 2025 08:03:44.961     286.509753        10.398853           1800.826075     
5               GSC2         16 Jul 2025 08:03:49.961     286.645521        10.881839           1768.994413     
5               GSC2         16 Jul 2025 08:03:54.961     286.786638        11.377049           1737.223576     
5               GSC2         16 Jul 2025 08:03:59.961     286.933437        11.885127           1705.518102     
5               GSC2         16 Jul 2025 08:04:04.961     287.086282        12.406769           1673.882263     
5               GSC2         16 Jul 2025 08:04:09.961     287.245568        12.942721           1642.320644     
5               GSC2         16 Jul 2025 08:04:14.961     287.411723        13.493772           1610.838767     
5               GSC2         16 Jul 2025 08:04:19.961     287.585213        14.060760           1579.442526     
5               GSC2         16 Jul 2025 08:04:24.961     287.766549        14.644599           1548.137686     
5               GSC2         16 Jul 2025 08:04:29.961     287.956290        15.246266           1516.930466     
5               GSC2         16 Jul 2025 08:04:34.961     288.155049        15.866796           1485.828159     
5               GSC2         16 Jul 2025 08:04:39.961     288.363495        16.507299           1454.838613     
5               GSC2         16 Jul 2025 08:04:44.961     288.582371        17.168977           1423.969735     
5               GSC2         16 Jul 2025 08:04:49.961     288.812494        17.853123           1393.230101     
5               GSC2         16 Jul 2025 08:04:54.961     289.054768        18.561110           1362.629587     
5               GSC2         16 Jul 2025 08:04:59.961     289.310193        19.294411           1332.178886     
5               GSC2         16 Jul 2025 08:05:04.961     289.579884        20.054622           1301.889040     
5               GSC2         16 Jul 2025 08:05:09.961     289.865087        20.843459           1271.772093     
5               GSC2         16 Jul 2025 08:05:14.961     290.167188        21.662747           1241.841734     
5               GSC2         16 Jul 2025 08:05:19.961     290.487744        22.514441           1212.112868     
5               GSC2         16 Jul 2025 08:05:24.961     290.828509        23.400655           1182.601207     
5               GSC2         16 Jul 2025 08:05:29.961     291.191466        24.323654           1153.323965     
5               GSC2         16 Jul 2025 08:05:34.961     291.578854        25.285840           1124.300543     
5               GSC2         16 Jul 2025 08:05:39.961     291.993221        26.289772           1095.552155     
5               GSC2         16 Jul 2025 08:05:44.961     292.437480        27.338195           1067.101533     
5               GSC2         16 Jul 2025 08:05:49.961     292.914975        28.434017           1038.973663     
5               GSC2         16 Jul 2025 08:05:54.961     293.429544        29.580288           1011.196529     
5               GSC2         16 Jul 2025 08:05:59.961     293.985633        30.780201           983.800833      
5               GSC2         16 Jul 2025 08:06:04.961     294.588415        32.037104           956.819818      
5               GSC2         16 Jul 2025 08:06:09.961     295.243939        33.354445           930.290071      
5               GSC2         16 Jul 2025 08:06:14.961     295.959304        34.735702           904.252299      
5               GSC2         16 Jul 2025 08:06:19.961     296.742901        36.184335           878.751167      
5               GSC2         16 Jul 2025 08:06:24.961     297.604720        37.703728           853.835200      
5               GSC2         16 Jul 2025 08:06:29.961     298.556725        39.297028           829.557598      
5               GSC2         16 Jul 2025 08:06:34.961     299.613315        40.966946           805.976955      
5               GSC2         16 Jul 2025 08:06:39.961     300.791965        42.715543           783.157062      
5               GSC2         16 Jul 2025 08:06:44.961     302.114049        44.543956           761.166739      
5               GSC2         16 Jul 2025 08:06:49.961     303.605883        46.451958           740.080353      
5               GSC2         16 Jul 2025 08:06:54.961     305.300059        48.437377           719.978117      
5               GSC2         16 Jul 2025 08:06:59.961     307.237218        50.495420           700.945407      
5               GSC2         16 Jul 2025 08:07:04.961     309.468334        52.617803           683.071948      
5               GSC2         16 Jul 2025 08:07:09.961     312.057464        54.791520           666.451359      
5               GSC2         16 Jul 2025 08:07:14.961     315.084927        56.997258           651.180195      
5               GSC2         16 Jul 2025 08:07:19.961     318.650564        59.207486           637.355972      
5               GSC2         16 Jul 2025 08:07:24.961     322.875845        61.384079           625.074914      
5               GSC2         16 Jul 2025 08:07:29.961     327.901818        63.475496           614.429800      
5               GSC2         16 Jul 2025 08:07:34.961     333.877221        65.414083           605.507313      
5               GSC2         16 Jul 2025 08:07:39.961     340.927842        67.114928           598.384782      
5               GSC2         16 Jul 2025 08:07:44.961     349.098062        68.478905           593.127144      
5               GSC2         16 Jul 2025 08:07:49.961     358.269676        69.403698           589.784396      
5               GSC2         16 Jul 2025 08:07:54.961     8.100413          69.804875           588.389301      
5               GSC2         16 Jul 2025 08:07:59.961     18.055993         69.641289           588.955699      
5               GSC2         16 Jul 2025 08:08:04.961     27.561736         68.930107           591.477914      
5               GSC2         16 Jul 2025 08:08:09.961     36.182765         67.740293           595.931104      
5               GSC2         16 Jul 2025 08:08:14.961     43.709627         66.169670           602.272301      
5               GSC2         16 Jul 2025 08:08:19.961     50.127964         64.320695           610.442405      
5               GSC2         16 Jul 2025 08:08:24.961     55.538061         62.285028           620.369004      
5               GSC2         16 Jul 2025 08:08:29.961     60.084236         60.137608           631.969211      
5               GSC2         16 Jul 2025 08:08:34.961     63.913019         57.936532           645.152374      
5               GSC2         16 Jul 2025 08:08:39.961     67.154757         55.725293           659.823140      
5               GSC2         16 Jul 2025 08:08:44.961     69.918395         53.535560           675.884389      
5               GSC2         16 Jul 2025 08:08:49.961     72.292195         51.389818           693.239252      
5               GSC2         16 Jul 2025 08:08:54.961     74.346660         49.303554           711.792556      
5               GSC2         16 Jul 2025 08:08:59.961     76.137902         47.286920           731.452456      
5               GSC2         16 Jul 2025 08:09:04.961     77.710661         45.346038           752.131844      
5               GSC2         16 Jul 2025 08:09:09.961     79.100722         43.484056           773.748683      
5               GSC2         16 Jul 2025 08:09:14.961     80.336852         41.701970           796.225921      
5               GSC2         16 Jul 2025 08:09:19.961     81.442353         39.999195           819.491985      
5               GSC2         16 Jul 2025 08:09:24.961     82.436257         38.373998           843.481202      
5               GSC2         16 Jul 2025 08:09:29.961     83.334195         36.823882           868.133271      
5               GSC2         16 Jul 2025 08:09:34.961     84.149085         35.345879           893.392516      
5               GSC2         16 Jul 2025 08:09:39.961     84.891687         33.936711           919.208011      
5               GSC2         16 Jul 2025 08:09:44.961     85.571039         32.592922           945.533760      
5               GSC2         16 Jul 2025 08:09:49.961     86.194767         31.311012           972.327915      
5               GSC2         16 Jul 2025 08:09:54.961     86.769331         30.087526           999.551931      
5               GSC2         16 Jul 2025 08:09:59.961     87.300246         28.919091           1027.170691     
5               GSC2         16 Jul 2025 08:10:04.961     87.792255         27.802434           1055.152730     
5               GSC2         16 Jul 2025 08:10:09.961     88.249450         26.734424           1083.469471     
5               GSC2         16 Jul 2025 08:10:14.961     88.675368         25.712103           1112.094411     
5               GSC2         16 Jul 2025 08:10:19.961     89.073087         24.732677           1141.003367     
5               GSC2         16 Jul 2025 08:10:24.961     89.445309         23.793497           1170.174801     
5               GSC2         16 Jul 2025 08:10:29.961     89.794404         22.892080           1199.589110     
5               GSC2         16 Jul 2025 08:10:34.961     90.122453         22.026113           1229.227882     
5               GSC2         16 Jul 2025 08:10:39.961     90.431298         21.193436           1259.074240     
5               GSC2         16 Jul 2025 08:10:44.961     90.722581         20.392017           1289.113266     
5               GSC2         16 Jul 2025 08:10:49.961     90.997761         19.619965           1319.331324     
5               GSC2         16 Jul 2025 08:10:54.961     91.258137         18.875527           1349.715379     
5               GSC2         16 Jul 2025 08:10:59.961     91.504874         18.157070           1380.253425     
5               GSC2         16 Jul 2025 08:11:04.961     91.739022         17.463063           1410.934940     
5               GSC2         16 Jul 2025 08:11:09.961     91.961528         16.792079           1441.750284     
5               GSC2         16 Jul 2025 08:11:14.961     92.173241         16.142800           1472.690016     
5               GSC2         16 Jul 2025 08:11:19.961     92.374931         15.513999           1503.745398     
5               GSC2         16 Jul 2025 08:11:24.961     92.567300         14.904519           1534.908881     
5               GSC2         16 Jul 2025 08:11:29.961     92.750988         14.313286           1566.173510     
5               GSC2         16 Jul 2025 08:11:34.961     92.926571         13.739303           1597.532298     
5               GSC2         16 Jul 2025 08:11:39.961     93.094579         13.181642           1628.978727     
5               GSC2         16 Jul 2025 08:11:44.961     93.255499         12.639426           1660.507281     
5               GSC2         16 Jul 2025 08:11:49.961     93.409775         12.111838           1692.112859     
5               GSC2         16 Jul 2025 08:11:54.961     93.557816         11.598120           1723.790164     
5               GSC2         16 Jul 2025 08:11:59.961     93.699995         11.097564           1755.534221     
5               GSC2         16 Jul 2025 08:12:04.961     93.836659         10.609498           1787.340925     
5               GSC2         16 Jul 2025 08:12:09.961     93.968130         10.133294           1819.206478     
5               GSC2         16 Jul 2025 08:12:14.961     94.094701         9.668369            1851.126767     
5               GSC2         16 Jul 2025 08:12:19.961     94.216644         9.214178            1883.097907     
5               GSC2         16 Jul 2025 08:12:24.961     94.334214         8.770200            1915.116801     
5               GSC2         16 Jul 2025 08:12:29.961     94.447648         8.335947            1947.180575     
5               GSC2         16 Jul 2025 08:12:34.961     94.557163         7.910966            1979.285961     
5               GSC2         16 Jul 2025 08:12:39.961     94.662961         7.494833            2011.429862     
5               GSC2         16 Jul 2025 08:12:44.961     94.765233         7.087138            2043.609905     
5               GSC2         16 Jul 2025 08:12:49.961     94.864158         6.687500            2075.823885     
5               GSC2         16 Jul 2025 08:12:54.961     94.959900         6.295562            2108.069156     
5               GSC2         16 Jul 2025 08:12:59.961     95.052611         5.910988            2140.343188     
5               GSC2         16 Jul 2025 08:13:04.961     95.142438         5.533457            2172.644146     
5               GSC2         16 Jul 2025 08:13:09.961     95.229519         5.162662            2204.970317     
5               GSC2         16 Jul 2025 08:13:12.183     95.267361         5.000000            2219.340848     

6               GSC2         16 Jul 2025 09:45:06.701     272.204095        5.000000            2219.220897     
6               GSC2         16 Jul 2025 09:45:11.701     272.060908        5.365173            2187.133996     
6               GSC2         16 Jul 2025 09:45:16.701     271.913259        5.736764            2155.078942     
6               GSC2         16 Jul 2025 09:45:21.701     271.760933        6.115047            2123.058193     
6               GSC2         16 Jul 2025 09:45:26.701     271.603696        6.500322            2091.073690     
6               GSC2         16 Jul 2025 09:45:31.701     271.441304        6.892899            2059.127973     
6               GSC2         16 Jul 2025 09:45:36.701     271.273495        7.293102            2027.224045     
6               GSC2         16 Jul 2025 09:45:41.701     271.099992        7.701274            1995.364923     
6               GSC2         16 Jul 2025 09:45:46.701     270.920492        8.117787            1963.553152     
6               GSC2         16 Jul 2025 09:45:51.701     270.734673        8.543030            1931.791917     
6               GSC2         16 Jul 2025 09:45:56.701     270.542196        8.977409            1900.084921     
6               GSC2         16 Jul 2025 09:46:01.701     270.342692        9.421355            1868.435926     
6               GSC2         16 Jul 2025 09:46:06.701     270.135761        9.875337            1836.848294     
6               GSC2         16 Jul 2025 09:46:11.701     269.920978        10.339844           1805.326087     
6               GSC2         16 Jul 2025 09:46:16.701     269.697886        10.815390           1773.873955     
6               GSC2         16 Jul 2025 09:46:21.701     269.465992        11.302521           1742.496682     
6               GSC2         16 Jul 2025 09:46:26.701     269.224756        11.801830           1711.198748     
6               GSC2         16 Jul 2025 09:46:31.701     268.973601        12.313938           1679.985430     
6               GSC2         16 Jul 2025 09:46:36.701     268.711903        12.839498           1648.862674     
6               GSC2         16 Jul 2025 09:46:41.701     268.438985        13.379208           1617.836691     
6               GSC2         16 Jul 2025 09:46:46.701     268.154105        13.933820           1586.913514     
6               GSC2         16 Jul 2025 09:46:51.701     267.856460        14.504128           1556.100105     
6               GSC2         16 Jul 2025 09:46:56.701     267.545177        15.090964           1525.404248     
6               GSC2         16 Jul 2025 09:47:01.701     267.219306        15.695220           1494.834149     
6               GSC2         16 Jul 2025 09:47:06.701     266.877794        16.317855           1464.398040     
6               GSC2         16 Jul 2025 09:47:11.701     266.519499        16.959878           1434.105275     
6               GSC2         16 Jul 2025 09:47:16.701     266.143167        17.622352           1403.966241     
6               GSC2         16 Jul 2025 09:47:21.701     265.747420        18.306409           1373.992002     
6               GSC2         16 Jul 2025 09:47:26.701     265.330728        19.013262           1344.193936     
6               GSC2         16 Jul 2025 09:47:31.701     264.891411        19.744186           1314.584827     
6               GSC2         16 Jul 2025 09:47:36.701     264.427612        20.500516           1285.178821     
6               GSC2         16 Jul 2025 09:47:41.701     263.937271        21.283665           1255.991104     
6               GSC2         16 Jul 2025 09:47:46.701     263.418085        22.095133           1227.037602     
6               GSC2         16 Jul 2025 09:47:51.701     262.867498        22.936482           1198.336071     
6               GSC2         16 Jul 2025 09:47:56.701     262.282660        23.809327           1169.906110     
6               GSC2         16 Jul 2025 09:48:01.701     261.660379        24.715348           1141.768896     
6               GSC2         16 Jul 2025 09:48:06.701     260.997056        25.656295           1113.946943     
6               GSC2         16 Jul 2025 09:48:11.701     260.288651        26.633937           1086.465226     
6               GSC2         16 Jul 2025 09:48:16.701     259.530618        27.650048           1059.351230     
6               GSC2         16 Jul 2025 09:48:21.701     258.717809        28.706390           1032.634765     
6               GSC2         16 Jul 2025 09:48:26.701     257.844367        29.804694           1006.347810     
6               GSC2         16 Jul 2025 09:48:31.701     256.903652        30.946575           980.525622      
6               GSC2         16 Jul 2025 09:48:36.701     255.888106        32.133463           955.206838      
6               GSC2         16 Jul 2025 09:48:41.701     254.789100        33.366540           930.433333      
6               GSC2         16 Jul 2025 09:48:46.701     253.596736        34.646651           906.250120      
6               GSC2         16 Jul 2025 09:48:51.701     252.299697        35.974124           882.706372      
6               GSC2         16 Jul 2025 09:48:56.701     250.885024        37.348601           859.855477      
6               GSC2         16 Jul 2025 09:49:01.701     249.337863        38.768844           837.754818      
6               GSC2         16 Jul 2025 09:49:06.701     247.641167        40.232499           816.465585      
6               GSC2         16 Jul 2025 09:49:11.701     245.775505        41.735732           796.053462      
6               GSC2         16 Jul 2025 09:49:16.701     243.718830        43.272859           776.588347      
6               GSC2         16 Jul 2025 09:49:21.701     241.446309        44.835938           758.143752      
6               GSC2         16 Jul 2025 09:49:26.701     238.930291        46.414308           740.796123      
6               GSC2         16 Jul 2025 09:49:31.701     236.140689        47.994016           724.624731      
6               GSC2         16 Jul 2025 09:49:36.701     233.045765        49.557312           709.710541      
6               GSC2         16 Jul 2025 09:49:41.701     229.613612        51.082231           696.134776      
6               GSC2         16 Jul 2025 09:49:46.701     225.814633        52.542357           683.977292      
6               GSC2         16 Jul 2025 09:49:51.701     221.625555        53.906850           673.315259      
6               GSC2         16 Jul 2025 09:49:56.701     217.034781        55.141085           664.221040      
6               GSC2         16 Jul 2025 09:50:01.701     212.048852        56.208067           656.759988      
6               GSC2         16 Jul 2025 09:50:06.701     206.698964        57.070763           650.988344      
6               GSC2         16 Jul 2025 09:50:11.701     201.045926        57.695270           646.951494      
6               GSC2         16 Jul 2025 09:50:16.701     195.180579        58.054580           644.682137      
6               GSC2         16 Jul 2025 09:50:21.701     189.217823        58.132148           644.198946      
6               GSC2         16 Jul 2025 09:50:26.701     183.284380        57.924307           645.505952      
6               GSC2         16 Jul 2025 09:50:31.701     177.503397        57.440831           648.592313      
6               GSC2         16 Jul 2025 09:50:36.701     171.979911        56.703468           653.432683      
6               GSC2         16 Jul 2025 09:50:41.701     166.791297        55.742868           659.988253      
6               GSC2         16 Jul 2025 09:50:46.701     161.984359        54.594810           668.208480      
6               GSC2         16 Jul 2025 09:50:51.701     157.578246        53.296659           678.032643      
6               GSC2         16 Jul 2025 09:50:56.701     153.570330        51.884557           689.391804      
6               GSC2         16 Jul 2025 09:51:01.701     149.942898        50.391511           702.211072      
6               GSC2         16 Jul 2025 09:51:06.701     146.669173        48.846354           716.411944      
6               GSC2         16 Jul 2025 09:51:11.701     143.718122        47.273450           731.913677      
6               GSC2         16 Jul 2025 09:51:16.701     141.057674        45.692783           748.634906      
6               GSC2         16 Jul 2025 09:51:21.701     138.656706        44.120297           766.495266      
6               GSC2         16 Jul 2025 09:51:26.701     136.486172        42.568353           785.416869      
6               GSC2         16 Jul 2025 09:51:31.701     134.519711        41.046308           805.324468      
6               GSC2         16 Jul 2025 09:51:36.701     132.733782        39.561012           826.146078      
6               GSC2         16 Jul 2025 09:51:41.701     131.107560        38.117249           847.813689      
6               GSC2         16 Jul 2025 09:51:46.701     129.622728        36.718118           870.263883      
6               GSC2         16 Jul 2025 09:51:51.701     128.263291        35.365434           893.437132      
6               GSC2         16 Jul 2025 09:51:56.701     127.015294        34.060004           917.277824      
6               GSC2         16 Jul 2025 09:52:01.701     125.866559        32.801845           941.734508      
6               GSC2         16 Jul 2025 09:52:06.701     124.806441        31.590366           966.760174      
6               GSC2         16 Jul 2025 09:52:11.701     123.825652        30.424560           992.311173      
6               GSC2         16 Jul 2025 09:52:16.701     122.916075        29.303120           1018.347063     
6               GSC2         16 Jul 2025 09:52:21.701     122.070590        28.224522           1044.830775     
6               GSC2         16 Jul 2025 09:52:26.701     121.282925        27.187085           1071.728825     
6               GSC2         16 Jul 2025 09:52:31.701     120.547568        26.189063           1099.010135     
6               GSC2         16 Jul 2025 09:52:36.701     119.859657        25.228689           1126.645912     
6               GSC2         16 Jul 2025 09:52:41.701     119.214885        24.304187           1154.609829     
6               GSC2         16 Jul 2025 09:52:46.701     118.609420        23.413788           1182.878308     
6               GSC2         16 Jul 2025 09:52:51.701     118.039862        22.555781           1211.429345     
6               GSC2         16 Jul 2025 09:52:56.701     117.503179        21.728514           1240.242420     
6               GSC2         16 Jul 2025 09:53:01.701     116.996662        20.930396           1269.298787     
6               GSC2         16 Jul 2025 09:53:06.701     116.517871        20.159890           1298.581792     
6               GSC2         16 Jul 2025 09:53:11.701     116.064624        19.415540           1328.075728     
6               GSC2         16 Jul 2025 09:53:16.701     115.634955        18.695970           1357.765817     
6               GSC2         16 Jul 2025 09:53:21.701     115.227091        17.999872           1387.638531     
6               GSC2         16 Jul 2025 09:53:26.701     114.839421        17.325997           1417.681998     
6               GSC2         16 Jul 2025 09:53:31.701     114.470490        16.673173           1447.884854     
6               GSC2         16 Jul 2025 09:53:36.701     114.118978        16.040302           1478.236267     
6               GSC2         16 Jul 2025 09:53:41.701     113.783684        15.426345           1508.726319     
6               GSC2         16 Jul 2025 09:53:46.701     113.463506        14.830313           1539.346431     
6               GSC2         16 Jul 2025 09:53:51.701     113.157442        14.251283           1570.088244     
6               GSC2         16 Jul 2025 09:53:56.701     112.864578        13.688391           1600.943662     
6               GSC2         16 Jul 2025 09:54:01.701     112.584074        13.140821           1631.905279     
6               GSC2         16 Jul 2025 09:54:06.701     112.315154        12.607798           1662.966815     
6               GSC2         16 Jul 2025 09:54:11.701     112.057109        12.088598           1694.122010     
6               GSC2         16 Jul 2025 09:54:16.701     111.809286        11.582544           1725.364689     
6               GSC2         16 Jul 2025 09:54:21.701     111.571083        11.088998           1756.689210     
6               GSC2         16 Jul 2025 09:54:26.701     111.341940        10.607350           1788.090921     
6               GSC2         16 Jul 2025 09:54:31.701     111.121340        10.137031           1819.565045     
6               GSC2         16 Jul 2025 09:54:36.701     110.908808        9.677511            1851.106781     
6               GSC2         16 Jul 2025 09:54:41.701     110.703899        9.228286            1882.711748     
6               GSC2         16 Jul 2025 09:54:46.701     110.506201        8.788876            1914.376456     
6               GSC2         16 Jul 2025 09:54:51.701     110.315330        8.358831            1946.097200     
6               GSC2         16 Jul 2025 09:54:56.701     110.130930        7.937733            1977.870168     
6               GSC2         16 Jul 2025 09:55:01.701     109.952670        7.525183            2009.691893     
6               GSC2         16 Jul 2025 09:55:06.701     109.780236        7.120799            2041.559734     
6               GSC2         16 Jul 2025 09:55:11.701     109.613338        6.724223            2073.470769     
6               GSC2         16 Jul 2025 09:55:16.701     109.451707        6.335123            2105.421912     
6               GSC2         16 Jul 2025 09:55:21.701     109.295087        5.953180            2137.410366     
6               GSC2         16 Jul 2025 09:55:26.701     109.143240        5.578087            2169.434115     
6               GSC2         16 Jul 2025 09:55:31.701     108.995942        5.209559            2201.490821     
6               GSC2         16 Jul 2025 09:55:34.583     108.913017        5.000000            2219.983802     

7               GSC2         16 Jul 2025 11:27:52.804     257.519654        5.000000            2219.783781     
7               GSC2         16 Jul 2025 11:27:57.804     257.162348        5.340662            2189.831062     
7               GSC2         16 Jul 2025 11:28:02.804     256.794773        5.686142            2159.970703     
7               GSC2         16 Jul 2025 11:28:07.804     256.416483        6.036596            2130.206939     
7               GSC2         16 Jul 2025 11:28:12.804     256.027018        6.392177            2100.544776     
7               GSC2         16 Jul 2025 11:28:17.804     255.625893        6.753040            2070.989643     
7               GSC2         16 Jul 2025 11:28:22.804     255.212597        7.119347            2041.546996     
7               GSC2         16 Jul 2025 11:28:27.804     254.786580        7.491268            2012.222117     
7               GSC2         16 Jul 2025 11:28:32.804     254.347272        7.868970            1983.021123     
7               GSC2         16 Jul 2025 11:28:37.804     253.894075        8.252622            1953.950612     
7               GSC2         16 Jul 2025 11:28:42.804     253.426353        8.642395            1925.017288     
7               GSC2         16 Jul 2025 11:28:47.804     252.943426        9.038470            1896.227774     
7               GSC2         16 Jul 2025 11:28:52.804     252.444586        9.441022            1867.589590     
7               GSC2         16 Jul 2025 11:28:57.804     251.929090        9.850222            1839.110831     
7               GSC2         16 Jul 2025 11:29:02.804     251.396147        10.266244           1810.799795     
7               GSC2         16 Jul 2025 11:29:07.804     250.844911        10.689268           1782.664810     
7               GSC2         16 Jul 2025 11:29:12.804     250.274501        11.119461           1754.715192     
7               GSC2         16 Jul 2025 11:29:17.804     249.683992        11.556981           1726.960943     
7               GSC2         16 Jul 2025 11:29:22.804     249.072399        12.001985           1699.412388     
7               GSC2         16 Jul 2025 11:29:27.804     248.438673        12.454626           1672.080020     
7               GSC2         16 Jul 2025 11:29:32.804     247.781717        12.915036           1644.975444     
7               GSC2         16 Jul 2025 11:29:37.804     247.100382        13.383331           1618.111076     
7               GSC2         16 Jul 2025 11:29:42.804     246.393447        13.859609           1591.499804     
7               GSC2         16 Jul 2025 11:29:47.804     245.659616        14.343957           1565.154855     
7               GSC2         16 Jul 2025 11:29:52.804     244.897537        14.836422           1539.090703     
7               GSC2         16 Jul 2025 11:29:57.804     244.105794        15.337018           1513.322786     
7               GSC2         16 Jul 2025 11:30:02.804     243.282894        15.845723           1487.867185     
7               GSC2         16 Jul 2025 11:30:07.804     242.427258        16.362478           1462.740513     
